"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2006","Finland","Passenger","Passengers carried","Total","Total transport","13,443,365",""
"2006","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","8,154,034",""
"2006","Finland","Passenger","Passengers carried (departures)","Total","Total transport","8,226,588",""
"2006","Sweden","Passenger","Passengers on board","Total","Total transport","26,215,097",""
"2006","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","16,354,149",""
"2006","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","16,391,775",""
"2006","Sweden","Passenger","Passengers carried","Total","Total transport","25,744,721",""
"2006","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","16,031,947",""
"2006","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","16,066,442",""
"2006","United Kingdom","Passenger","Passengers on board","Total","Total transport","212,575,264",""
"2006","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","118,163,463",""
"2006","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","117,773,156",""
"2006","United Kingdom","Passenger","Passengers carried","Total","Total transport","211,230,640",""
"2006","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","117,180,638",""
"2006","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","116,816,798",""
"2006","Iceland","Passenger","Passengers on board","Total","Total transport","2,277,897",""
"2006","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","1,137,496",""
"2006","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","1,140,401",""
"2006","Iceland","Passenger","Passengers carried","Total","Total transport","2,278,036",""
"2006","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","1,137,625",""
"2006","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","1,140,411",""
"2006","Norway","Passenger","Passengers on board","Total","Total transport","25,872,295",""
"2006","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","18,368,167",""
"2006","Norway","Passenger","Passengers on board (departures)","Total","Total transport","19,459,055",""
"2006","Norway","Passenger","Passengers carried","Total","Total transport","24,052,506",""
"2006","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","17,817,414",""
"2006","Norway","Passenger","Passengers carried (departures)","Total","Total transport","18,713,888",""
"2006","Switzerland","Passenger","Passengers on board","Total","Total transport","32,202,802",""
"2006","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","16,472,819",""
"2006","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","16,434,423",""
"2006","Switzerland","Passenger","Passengers carried","Total","Total transport","31,829,653",""
"2006","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","16,272,850",""
"2006","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","16,244,467",""
"2007","European Union - 28 countries","Passenger","Passengers on board","Total","Total transport",":",""
"2007","European Union - 28 countries","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2007","European Union - 28 countries","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2007","European Union - 28 countries","Passenger","Passengers carried","Total","Total transport",":",""
"2007","European Union - 28 countries","Passenger","Passengers carried (arrival)","Total","Total transport",":",""
"2007","European Union - 28 countries","Passenger","Passengers carried (departures)","Total","Total transport",":",""
"2007","European Union - 27 countries (2007-2013)","Passenger","Passengers on board","Total","Total transport","819,793,857",""
"2007","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (arrivals)","Total","Total transport","635,895,270",""
"2007","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (departures)","Total","Total transport","636,552,345",""
"2007","European Union - 27 countries (2007-2013)","Passenger","Passengers carried","Total","Total transport","812,605,125",""
"2007","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (arrival)","Total","Total transport","630,933,066",""
"2007","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (departures)","Total","Total transport","632,325,834",""
"2007","Belgium","Passenger","Passengers on board","Total","Total transport","21,018,306",""
"2007","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","10,508,994",""
"2007","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","10,548,589",""
"2007","Belgium","Passenger","Passengers carried","Total","Total transport","20,805,455",""
"2007","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","10,395,793",""
"2007","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","10,429,410",""
"2007","Czechia","Passenger","Passengers on board","Total","Total transport","13,266,743",""
"2007","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","6,633,917",""
"2007","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","6,632,826",""
"2007","Czechia","Passenger","Passengers carried","Total","Total transport","13,098,141",""
"2007","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","6,549,626",""
"2007","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","6,548,515",""
"2007","Denmark","Passenger","Passengers on board","Total","Total transport","24,191,452",""
"2007","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","12,912,027",""
"2007","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","13,004,877",""
"2007","Denmark","Passenger","Passengers carried","Total","Total transport","24,043,172",""
"2007","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","12,828,482",""
"2007","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","12,912,990",""
"2007","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","165,844,615",""
"2007","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","95,493,724",""
"2007","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","95,114,290",""
"2007","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","163,784,893",""
"2007","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","94,126,908",""
"2007","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","93,976,756",""
"2007","Estonia","Passenger","Passengers on board","Total","Total transport","1,722,931",""
"2007","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","848,090",""
"2007","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","874,841",""
"2007","Estonia","Passenger","Passengers carried","Total","Total transport","1,722,505",""
"2007","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","847,664",""
"2007","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","874,841",""
"2007","Ireland","Passenger","Passengers on board","Total","Total transport","30,083,844",""
"2007","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","15,504,584",""
"2007","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","15,535,512",""
"2007","Ireland","Passenger","Passengers carried","Total","Total transport","29,840,020",""
"2007","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","15,263,958",""
"2007","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","15,305,163",""
"2007","Greece","Passenger","Passengers on board","Total","Total transport","35,566,421",""
"2007","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","20,529,838",""
"2007","Greece","Passenger","Passengers on board (departures)","Total","Total transport","21,567,460",""
"2007","Greece","Passenger","Passengers carried","Total","Total transport","35,567,225",""
"2007","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","20,529,838",""
"2007","Greece","Passenger","Passengers carried (departures)","Total","Total transport","21,567,460",""
"2007","Spain","Passenger","Passengers on board","Total","Total transport","162,984,822",""
"2007","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","103,778,306",""
"2007","Spain","Passenger","Passengers on board (departures)","Total","Total transport","103,268,931",""
"2007","Spain","Passenger","Passengers carried","Total","Total transport","163,523,010",""
"2007","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","103,506,269",""
"2007","Spain","Passenger","Passengers carried (departures)","Total","Total transport","103,808,025",""
"2007","France","Passenger","Passengers on board","Total","Total transport","120,257,268",""
"2007","France","Passenger","Passengers on board (arrivals)","Total","Total transport","73,497,509",""
"2007","France","Passenger","Passengers on board (departures)","Total","Total transport","73,518,196",""
